date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:51	14902/14902	---MCZ	200	added ('OK')	text/css	etag:W/%22c340fcb6fd727e03c63e7d40266e0d32%22	https://duyn491kcolsw.cloudfront.net/files/3d/3dw/3dw98r.css?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/duyn491kcolsw.cloudfront.net/files/3d/3dw/3dw98r2e80.css	(from https://www.fitfount.hu/)
10:45:52	30106/30106	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f7e017d8e028439540be1f8e7d0311d3-1%22	https://duyn491kcolsw.cloudfront.net/client/js.polyfill/container-query-polyfill.modern.js	C:/My%20Web%20Sites/gyakorlat2/duyn491kcolsw.cloudfront.net/client/js.polyfill/container-query-polyfill.modern.js	(from https://www.fitfount.hu/)
10:45:52	107178/107178	---MCZ	200	added ('OK')	text/css	etag:W/%2277a7d83a929c182a3bb74950666a65b7%22	https://duyn491kcolsw.cloudfront.net/files/22/22p/22p7r7.css?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/duyn491kcolsw.cloudfront.net/files/22/22p/22p7r72e80.css	(from https://www.fitfount.hu/)
10:45:52	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/gyakorlat2/www.google-analytics.com/analytics.js	(from https://www.fitfount.hu/)
10:45:54	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2005%20Jan%202025%2009:45:53%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/gyakorlat2/www.googletagmanager.com/gtm.c5445.delayed	(from https://www.fitfount.hu/)
10:45:54	245020/245020	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2005%20Jan%202025%2009:45:55%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/gyakorlat2/connect.facebook.net/en_US/fbevents.js	(from https://www.fitfount.hu/)
10:45:54	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%228dfa02686b5675f5c4aba2fc7a7df0a3%22	https://connect.facebook.net/hu_HU/sdk.js	C:/My%20Web%20Sites/gyakorlat2/connect.facebook.net/hu_HU/sdk.js	(from https://www.fitfount.hu/)
10:45:55	89428/89428	---M--	200	added ('OK')	image/jpeg	etag:%22baa65830b42ff1705e255fbc7d286a0f%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000001-f245c00147/%c3%baj%20bab%c3%a9r2.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000001-f245c00147/%c3%baj%20bab%c3%a9r22e80.jpg	(from https://www.fitfount.hu/)
10:45:55	209026/209026	---M--	200	added ('OK')	image/jpeg	etag:%226647e8af884fdd4cb2d8d356aeaff7f9%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000327-5ae525ae54/image-crop-200000209-6.jpeg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000327-5ae525ae54/image-crop-200000209-62e80.jpg	(from https://www.fitfount.hu/)
10:45:55	137176/137176	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jan%202025%2009:45:56%20GMT	https://www.fitfount.hu/home/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/home/index.html	(from https://www.fitfount.hu/)
10:45:56	44219/44219	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:45:56%20GMT	https://www.fitfount.hu/cart/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/cart/index.html	(from https://www.fitfount.hu/)
10:45:56	237743/237743	---M--	200	added ('OK')	image/jpeg	etag:%228f44672ccd85bc8119a09cb5938430cc%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000016-8fcdc90c7a/pasa.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000016-8fcdc90c7a/pasa2e80.jpg	(from https://www.fitfount.hu/)
10:45:56	104868/104868	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:45:57%20GMT	https://www.fitfount.hu/kapcsolat/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/kapcsolat/index.html	(from https://www.fitfount.hu/)
10:45:56	60951/60951	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:45:57%20GMT	https://www.fitfount.hu/rolam/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/rolam/index.html	(from https://www.fitfount.hu/)
10:45:56	164867/164867	---M--	200	added ('OK')	image/jpeg	etag:%220dfa39e20f5143cc505ebdb3f2700a9f%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000128-450d546057/24899824_1068440306632448_2654792500489540952_n-2.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000128-450d546057/24899824_1068440306632448_2654792500489540952_n-22e80.jpg	(from https://www.fitfount.hu/)
10:45:57	52282/52282	---M--	200	added ('OK')	image/jpeg	etag:%22969d50bd7a01add25709e198c2ea8dae%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000151-1a7db1b78d/fogy%c3%a1s%20edz%c3%a9s.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000151-1a7db1b78d/fogy%c3%a1s%20edz%c3%a9s2e80.jpg	(from https://www.fitfount.hu/)
10:45:57	22258/22258	---M--	200	added ('OK')	image/png	etag:%22294911f9b863cdbe1a0095c70b5501f1%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000022-aedcfb0d09/13330443_1213947711950180_81655342_n.png?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000022-aedcfb0d09/13330443_1213947711950180_81655342_n2e80.png	(from https://www.fitfount.hu/)
10:45:57	57604/57604	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:45:58%20GMT	https://www.fitfount.hu/referenciak/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/referenciak/index.html	(from https://www.fitfount.hu/)
10:45:57	39665/39665	---M--	200	added ('OK')	image/jpeg	etag:%22605cac849fb51c42df183b2c49b28829%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000025-8887c89825/piroska.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000025-8887c89825/piroska2e80.jpg	(from https://www.fitfount.hu/)
10:45:57	51594/51594	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:45:58%20GMT	https://www.fitfount.hu/ajandekkartya/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/ajandekkartya/index.html	(from https://www.fitfount.hu/)
10:45:58	82767/82767	---M--	200	added ('OK')	image/jpeg	etag:%2230472b04f07f893a410995d415d0e1d6%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000023-6237e6331c/10565237_937606302931831_6371955653100477727_n.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000023-6237e6331c/10565237_937606302931831_6371955653100477727_n2e80.jpg	(from https://www.fitfount.hu/)
10:45:58	89512/89512	---M--	200	added ('OK')	image/jpeg	etag:%2237dbadb2855e8636bc033cb2b7a4a2e0%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000204-865b5865b8/szem%c3%a9lyi%20edz%c3%a9s%20fogy%c3%a1s-8.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000204-865b5865b8/szem%c3%a9lyi%20edz%c3%a9s%20fogy%c3%a1s-82e80.jpg	(from https://www.fitfount.hu/)
10:45:58	53993/53993	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:45:59%20GMT	https://www.fitfount.hu/taplalekkiegeszitok/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/taplalekkiegeszitok/index.html	(from https://www.fitfount.hu/)
10:45:58	125248/125248	---M--	200	added ('OK')	image/png	etag:%2204f11f7f323943e90b56c08712533baf%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000021-486db4966e/2667.png?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000021-486db4966e/26672e80.png	(from https://www.fitfount.hu/)
10:45:58	108712/108712	---M--	200	added ('OK')	image/jpeg	etag:%22239f574dfe5fbf15f7e9b214d5a48bc8%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000205-4afce4afd0/fogy%c3%a1s%20szem%c3%a9lyi%20edz%c3%a9s-8.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000205-4afce4afd0/fogy%c3%a1s%20szem%c3%a9lyi%20edz%c3%a9s-82e80.jpg	(from https://www.fitfount.hu/)
10:45:59	406295/406295	---M--	200	added ('OK')	image/jpeg	etag:%2262108062caa18f12ec122cf0a96c4103%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000002-a0556a14e7/Dollarphotoclujpg.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000002-a0556a14e7/Dollarphotoclujpg2e80.jpg	(from https://www.fitfount.hu/)
10:45:59	574071/574071	---MCZ	200	added ('OK')	application/javascript	etag:W/%22394917cf55fbc4c4a1a4f3fef4da3673%22	https://duyn491kcolsw.cloudfront.net/files/0z/0zr/0zrgxo.js?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/duyn491kcolsw.cloudfront.net/files/0z/0zr/0zrgxo2e80.js	(from https://www.fitfount.hu/)
10:45:59	50625/50625	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:45:59%20GMT	https://www.fitfount.hu/arlista-2021/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/arlista-2021/index.html	(from https://www.fitfount.hu/)
10:45:59	1354/1354	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d565b99f31c1a7ae20574f8e818606b-1%22	https://duyn491kcolsw.cloudfront.net/client.fe/js.compiled/lang.hu.1457.js?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/duyn491kcolsw.cloudfront.net/client.fe/js.compiled/lang.hu.14572e80.js	(from https://www.fitfount.hu/)
10:45:59	45737/45737	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:46:00%20GMT	https://www.fitfount.hu/allaslehetoseg/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/allaslehetoseg/index.html	(from https://www.fitfount.hu/)
10:46:01	59563/59563	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:46:00%20GMT	https://www.fitfount.hu/beszamolok/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/beszamolok/index.html	(from https://www.fitfount.hu/)
10:46:01	52094/52094	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:46:01%20GMT	https://www.fitfount.hu/10-hetes-zsiregeto-kihivas/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/10-hetes-zsiregeto-kihivas/index.html	(from https://www.fitfount.hu/)
10:46:01	47787/47787	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2009:46:01%20GMT	https://www.fitfount.hu/uj-eletmod-start/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/uj-eletmod-start/index.html	(from https://www.fitfount.hu/)
10:46:01	188500/188500	---MCZ	200	added ('OK')	application/javascript	etag:W/%22389242cd0a118806c589bbd0adc929cd-1%22	https://duyn491kcolsw.cloudfront.net/client.fe/js.compiled/compiled.multi.2-1773.js?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/duyn491kcolsw.cloudfront.net/client.fe/js.compiled/compiled.multi.2-17732e80.js	(from https://www.fitfount.hu/)
10:46:02	31746/31746	---M--	200	added ('OK')	image/png	etag:%22d634601234cf6398df3a16238b257112%22	https://duyn491kcolsw.cloudfront.net/files/3p/3pq/3pq60x.png	C:/My%20Web%20Sites/gyakorlat2/duyn491kcolsw.cloudfront.net/files/3p/3pq/3pq60x.png	(from https://duyn491kcolsw.cloudfront.net/files/1m/1ma/1maefn.css?ph=4255f134c4)
10:46:02	42138/42138	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2009:46:03%20GMT	https://www.fitfount.hu/a	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/a	(from https://connect.facebook.net/en_US/fbevents.js)
10:46:03	42138/42138	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2009:46:03%20GMT	https://www.fitfount.hu/POST	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/POST	(from https://connect.facebook.net/en_US/fbevents.js)
10:46:03	42138/42138	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2009:46:04%20GMT	https://www.fitfount.hu/b.resolvedLink	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
10:46:03	42138/42138	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2009:46:04%20GMT	https://www.fitfount.hu/schema.org/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
10:46:03	42138/42138	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2009:46:04%20GMT	https://www.fitfount.hu/signals/iwl.js	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
10:46:04	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2005%20Jan%202025%2009:46:04%20GMT	https://www.fitfount.hu/checkout/	C:/My%20Web%20Sites/gyakorlat2/www.fitfount.hu/checkout/index.html	(from https://www.fitfount.hu/cart/)
10:46:04	264580/264580	---M--	200	added ('OK')	image/png	etag:%22d4be9d386c3f0cf9cccd2637a1a69c58%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000024-5700957f9b/Messenger.png?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000024-5700957f9b/Messenger2e80.png	(from https://www.fitfount.hu/kapcsolat/)
10:46:04	126201/126201	---M--	200	added ('OK')	image/jpeg	etag:%22589bf8b1bac731c803000b8295817784%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000197-3582b367c1/Ign%c3%a9czi%20Viktor%20szem%c3%a9lyi%20edz%c5%91%20edz%c3%a9s%20sz%c3%a9kesfeh%c3%a9rv%c3%a1r.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000197-3582b367c1/Ign%c3%a9czi%20Viktor%20szem%c3%a9lyi%20edz%c5%91%20edz%c3%a9s%20sz%c3%a9kesfeh%c3%a9rv%c3%a1r2e80.jpg	(from https://www.fitfount.hu/rolam/)
10:46:05	230853/230853	---M--	200	added ('OK')	image/jpeg	etag:%228acf2411dc78116d19c4ce3ffeb14af6%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000198-22f0723ebe/szem%c3%a9lyi%20edz%c5%91%20kiss%20heni%20sz%c3%a9kesfehervar.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000198-22f0723ebe/szem%c3%a9lyi%20edz%c5%91%20kiss%20heni%20sz%c3%a9kesfehervar2e80.jpg	(from https://www.fitfount.hu/rolam/)
10:46:05	391858/391858	---M--	200	added ('OK')	image/jpeg	etag:%222dac775a0f9de4790af42d0ce1a98c2e%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000196-f3f0d00cba/szem%c3%a9lyi%20edz%c5%91%20edz%c3%a9s.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000196-f3f0d00cba/szem%c3%a9lyi%20edz%c5%91%20edz%c3%a9s2e80.jpg	(from https://www.fitfount.hu/rolam/)
10:46:05	436290/436290	---M--	200	added ('OK')	image/jpeg	etag:%22fbe2bf6c874fa511f4091cad6781d347%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000195-3b5fa3c56e/szem%c3%a9lyi%20edz%c5%91%20Szak%c3%a1cs%20No%c3%a9mi.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000195-3b5fa3c56e/szem%c3%a9lyi%20edz%c5%91%20Szak%c3%a1cs%20No%c3%a9mi2e80.jpg	(from https://www.fitfount.hu/rolam/)
10:46:05	257312/257312	---M--	200	added ('OK')	image/jpeg	etag:%229235e6e9463819c189dff8f73794809d%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000335-74e3574e38/WhatsApp%20Image%202024-05-29%20at%2013.47.59.jpeg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000335-74e3574e38/WhatsApp%20Image%202024-05-29%20at%2013.47.592e80.jpg	(from https://www.fitfount.hu/rolam/)
10:46:06	23868/23868	---M--	200	added ('OK')	image/jpeg	etag:%224e774489980bc9a2a6fe848fee7bb893%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000038-507ba51757/szem%c3%a9lyi%20edz%c3%a9s%20arpi.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000038-507ba51757/szem%c3%a9lyi%20edz%c3%a9s%20arpi2e80.jpg	(from https://www.fitfount.hu/referenciak/)
10:46:06	110853/110853	---M--	200	added ('OK')	image/jpeg	etag:%22ba224ef03dade690427b7c9899dae5d7%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000039-805aa8153d/szem%c3%a9lyi%20edzes%20andi.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000039-805aa8153d/szem%c3%a9lyi%20edzes%20andi2e80.jpg	(from https://www.fitfount.hu/referenciak/)
10:46:06	113623/113623	---M--	200	added ('OK')	image/jpeg	etag:%2294563e47d54f5932055d3c5d0398bffb%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000037-b6e28b7dc1/szem%c3%a9lyi%20edz%c3%a9s%20ibi.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000037-b6e28b7dc1/szem%c3%a9lyi%20edz%c3%a9s%20ibi2e80.jpg	(from https://www.fitfount.hu/referenciak/)
10:46:06	95314/95314	---M--	200	added ('OK')	image/jpeg	etag:%222ffcf2829866c0a2bb42fc77549417be%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000036-92b2093ac6/szem%c3%a9lyi%20edz%c3%a9s%20gy%c3%b6ngyi.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000036-92b2093ac6/szem%c3%a9lyi%20edz%c3%a9s%20gy%c3%b6ngyi2e80.jpg	(from https://www.fitfount.hu/referenciak/)
10:46:06	50918/50918	---M--	200	added ('OK')	image/jpeg	etag:%22a00c7218545b4583f4b85ed12be30de8%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000035-1c92e1d8ca/szem%c3%a9lyi%20edzes%20atti.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000035-1c92e1d8ca/szem%c3%a9lyi%20edzes%20atti2e80.jpg	(from https://www.fitfount.hu/referenciak/)
10:46:07	11963/11963	---M--	200	added ('OK')	image/jpeg	etag:%225e517c1ec2c28ccc96e1699867690b41%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000034-f1669f25fb/szem%c3%a9lyi%20edzes%20zsolti.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000034-f1669f25fb/szem%c3%a9lyi%20edzes%20zsolti2e80.jpg	(from https://www.fitfount.hu/referenciak/)
10:46:07	44601/44601	---M--	200	added ('OK')	image/jpeg	etag:%22f3f88848417928b64d952303a28ea3b5%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000074-283622931c/optimum%20nutrition%20szem%c3%a9lyi%20edz%c3%a9s.jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000074-283622931c/optimum%20nutrition%20szem%c3%a9lyi%20edz%c3%a9s2e80.jpg	(from https://www.fitfount.hu/taplalekkiegeszitok/)
10:46:07	84148/84148	---M--	200	added ('OK')	image/jpeg	etag:%22aef9c70c8d16db0dfe97f222bc378bdf%22	https://4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000069-0607b07034/optimum%20nutrition%20gold%20100-%20whey%20szem%c3%a9lyi%20edz%c3%a9s%20(2).jpg?ph=4255f134c4	C:/My%20Web%20Sites/gyakorlat2/4255f134c4.clvaw-cdnwnd.com/e4229c6c44f7aa3e1cfaab61d9d6417f/200000069-0607b07034/optimum%20nutrition%20gold%20100-%20whey%20szem%c3%a9lyi%20edz%c3%a9s%20(2)2e80.jpg	(from https://www.fitfount.hu/taplalekkiegeszitok/)
